語,漢字・原文,備註,發音,中文意思
やかましい,喧しい,,4,吵鬧的
やかん,薬缶,,0,水壺
やかん,夜間,,1,夜間、夜晩
やく,焼く,,0,焚燒、烤
やく,約,,1,大約
やく,訳,,1,翻譯
やく,役,,2,任務
やく,〜薬,,,藥、毒品
やぐ,夜具,,1,寢具
やくしゃ,役者,,0,演員
やくしょ,役所,,3,機關、官廳
やくしょく,役職,,0,職務
やくす・する,訳す・訳する,,3,翻譯、譯
やくそく（する）,約束（する）,,0,約定、約會
やくだつ,役立つ,,3,有用、有益
やくにたつ,役に-立つ,,2--1,有益處
やくにん,役人,,0,官史
やくば,役場,,3,地方行政機關
やくひん,薬品,,0,藥品
やくめ,役目,,3,職務、任務
やくわり,役割,,"0,3,4",分配的任務
やけど,火傷,,0,燒傷
やけに,自棄に,,1,非常、過於
やける,焼ける,,0,著火、燒成、燒、熱
やこう,夜行,,0,夜間行走、夜車
やさい,野菜,,0,蔬菜
やさしい,易しい,,"0,3",容易的、易懂
やさしい,優しい,,"0,3",親切、溫柔、優美的
やしき,屋敷,,3,宅地
やしなう,養う,,"0,3",養育、培養
やじるし,矢印,,2,箭頭
やしん,野心,,1,野心
やすい,安い,,2,便宜、低廉的、安穩
やすい,〜易い,,,容易〜
やすっぽい,安っぽい,,4,不值錢的
やすみ,休み,,3,休息、休假
やすむ,休む,,2,休息、停歇
やすめる,休める,,3,使休息
やせい,野生,,0,野生（動植物）
やせる,痩せる,,0,瘦
やたら,矢鱈に・矢鱈と,,0,隨便、任意、過分
やちん,家賃,,1,房租
やつ,奴,,1,〔卑語〕傢伙
やっかい,厄介,,1,麻煩、難辦
やっきょく,薬局,,0,藥店
やっつ,八つ,,3,八個、八歳
やっつける,やっつける,,4,打敗、把…(工作等)做完、敎訓一頓
やっと,やっと,,0,好不容易、勉勉強強
やど,宿,,1,房屋、旅館
やとう,雇う,,2,雇用
やとう,野党,,"0,1",在野黨
やぬし,家主,,"0,1",房東
やね,屋根,,1,屋頂
やはり//やっぱり,矢張り,,2,仍然、果然、還是
やぶく,破く,,2,破掉
やぶる,破る,,2,破掉、違反、打破、打敗
やぶれる,破れる//敗れる,,3,破碎、破裂、失敗//敗
やま,山,,2,山
やみ,闇,,2,黑暗
やむ,止む「雨//風がやむ」,,0,停止
やむ,病む,,1,患病
やむをえない,やむを得ない,,4,不得已
やめる,止める「たばこをやめる」,,0,停止、退(辭)、戒、作罷
やめる,辞める,,0,辭職、退學
やや,稍,,1,稍微
ややこしい,ややこしい,,4,複雜的、麻煩的
やりとおす,遣り通す,,4,做徹底
やりとげる,遣り遂げる,,4,做完
やる,遣る「仕事をやる」,,0,做
やる,遣る「「あげる」の意味」,,0,給與、請進、請到
やわらかい,柔らかい,,4,柔軟的、柔韌
やわらかい,軟らかい,,4,軟、柔軟的、溫和的
やわらげる,和らげる,,4,使柔和
ヤング,young,,1,年輕人
ゆ,湯,,1,熱水、溫泉
ゆ,〜油,,,油
ゆいいつ,唯一,,1,唯一、獨一無二
ゆう,優,,1,優秀
ゆう,言う,,"0,2",說、訴說
ゆうい,優位,,1,優越地位、優勢
ゆううつ,憂鬱,,0,憂鬱
ゆうえき,有益,,0,有益
ゆうえつ,優越,,0,優越
ゆうえんち,遊園地,,3,遊園地
ゆうがた,夕方,,0,傍晚、黃昏
ゆうかん,夕刊,,0,晚報
ゆうかん,勇敢,,0,勇敢
ゆうき,勇気,,1,勇氣
ゆうき,有機,,1,有機
ゆうぐれ,夕暮れ,,0,傍晚、黃昏
ゆうこう,友好,,0,友好
ゆうこう,有効,,0,有效
ゆうし,融資,,1,通融資金
ゆうしゅう,優秀,,0,優秀
ゆうしょう,優勝,,0,優勝、獲得冠軍
ゆうじょう,友情,,0,友誼
ゆうじん,友人,,0,朋友
ゆうずう,融通,,0,借貸、暢通、隨機應變
ゆうする,有する,,3,有、具有
ゆうせい,優勢,,0,優勢
ゆうせん,優先,,0,優先
ゆうそう,郵送,,0,郵寄
ゆうだち,夕立,,0,雷陣雨
ゆうどう,誘導,,0,導致
ゆうのう,有能,,0,有能力
ゆうはん,夕飯,,0,晩飯
ゆうひ,夕日,,0,夕陽
ゆうび,優美,,1,優美
ゆうびん,郵便,,0,郵件
ゆうびんきょく,郵便局,,3,郵局
ゆうべ,昨夜［「昨晩」の意］,名詞//副詞,3//0,昨夜、昨晚
ゆうべ,夕べ,,3,傍晩
ゆうぼう,有望,,0,有(希)望
ゆうぼく,遊牧,,0,游牧
ゆうめい,有名,,0,有名、著名
ユーモア,humor,,1,幽默
ゆうやけ,夕焼け,,0,晚霞
ゆうゆう,悠々,,3,從容不迫
ゆうり,有利,,1,有利
ゆうりょう,有料,,0,收費
ゆうりょく,有力,,0,有力、有勢力
ゆうれい,幽霊,,1,鬼魂
ゆうわく,誘惑,,0,引誘
ゆえ（に）,故（に）,,2,理由、情況
ゆか,床,,0,地板
ゆかい,愉快,,1,愉快、有趣
ゆかた,浴衣,,0,夏季穿的單和服
ゆがむ,歪む,,0,偏斜
ゆき,雪,,2,雪
ゆくえ,行方,,0,去向、下落、前途
ゆげ,湯気,,1,熱氣、水蒸氣
ゆけつ,輸血,,0,輸血
ゆさぶる,揺さぶる,,0,搖晃
ゆしゅつ,輸出,,0,輸出
ゆすぐ,濯ぐ,,0,洗刷、漂洗
ゆずる,譲る,,0,轉讓、謙讓、讓歩
ゆそう,輸送,,0,運輸
ゆたか,豊か,,1,豐富、富裕
ゆだん,油断,,0,疏忽大意
ゆっくり・と,ゆっくり・と,,3,慢慢的
ゆでる,茹でる,,2,煮
ゆとり,ゆとり,,0,寬裕
ユニーク,unique,フランス語,2,獨特、獨一無二、别致、新奇
ユニフォーム,uniform,,"1,2,3",制服
ゆにゅう（する）,輸入（する）,,0,進口
ゆのみ,湯飲み,,3,茶碗、茶杯
ゆび,指,,2,手指
ゆびさす,指差す,,3,用手指
ゆびわ,指輪,,0,戒指
ゆみ,弓,,2,弓
ゆめ,夢,,2,夢
ゆらぐ,揺らぐ,,"0,2",搖動
ゆるい,緩い,,2,鬆、緩慢
ゆるす,許す,,2,容許
ゆるむ,緩む,,2,鬆馳、緩和
ゆるめる,緩める,,3,放鬆、緩和
ゆるやか,緩やか,,2,寬鬆、緩慢
ゆれる,揺れる,,0,搖動、搖擺、不安定
よ,夜,,1,夜、夜晚
よ,世,,"0,1",世間
よあけ,夜明け,,3,拂曉、黎明
よい,良い,,1,好
よいしょ,よいしょ,感動詞,1,好阿
よう,用,,1,事情、費用
よう,（〜）様,,1,方式、樣子、〜的東西
よう,酔う,,1,醉
よう,洋〜,,1,西洋
ようい,容易,,0,容易
ようい（する）,用意（する）,,1,準備
よういん,要因,,0,主要原因
ようえき,溶液,,1,溶液
ようか,八日,,0,八日、八號
ようがん,溶岩,,1,溶岩
ようき,陽気,,0,有朝氣、天氣
ようき,容器,,1,容器
ようきゅう,要求,,0,要求
ようけん,用件,,"0,3",事情
ようご,用語,,0,用語
ようご,養護,,1,護養
ようし,要旨,,1,主旨
ようし,用紙,,"0,1",用紙
ようじ,用事,,0,事情、工作
ようじ,幼児,,1,幼兒
ようしき,様式,,0,格式
ようじん,用心,,1,注意、小心
ようす,様子,,0,情況
ようする,要する,,3,需要
ようするに,要するに,,3,總之
ようせい,要請,,0,請求、要求
ようせい,養成,,0,培養
ようせき,容積,,1,容量、體積
ようそ,要素,,1,要素、成分
ようそう,様相,,0,樣子
ようち,幼稚,,"0,1",幼稚
ようちえん,幼稚園,,3,幼稚園
ようてん,要点,,3,要點
ようと,用途,,1,用途
ようび,曜日,,0,星期
ようひん,用品,,0,用品
ようひんてん,洋品店,,3,洋貨店
ようふう,洋風,,0,西洋式
ようふく,洋服,,0,西服
ようぶん,養分,,1,養分
ようほう,用法,,0,用法
ようぼう,要望,,0,要求
ようもう,羊毛,,0,羊毛
ようやく,漸く,,0,漸漸、好容易
ようりょう,要領,,3,要領
ヨーロッパ,Europa,ポルトガル語,3,歐洲
よか,余暇,,1,餘暇
よかん,予感,,0,預感
よき,予期,,1,預期
よきょう,余興,,0,餘興
よきん,預金,,0,存款
よく,良く「よく行きます」,,1,經常、常常
よく,好く「よくできました」,,1,漂亮、好
よく,翌〜,,0,次、下一個
よく,欲,,2,慾望
よく、いらっしゃいました。,よく、-いらっしゃいました。,挨拶語,1--6,觀迎、你來了
よくあつ,抑圧,,0,壓制
よくしつ,浴室,,0,浴室
よくじつ,翌日,,0,次日、第二天
よくせい,抑制,,0,抑制
よくばり,欲張り,,"3,4",貪婪
よくふかい,欲深い,,"0,4",貪得無厭
よくぼう,欲望,,0,慾望
よけい,余計,,0,多餘、更、更加
よける,避ける,,2,避開
よげん,予言,,0,預言
よこ,横,,0,橫、旁邊
よこぎる,横切る,,3,橫過
よこす,遣す,,2,寄來
よごす,汚す,,0,弄髒
よこづな,横綱,,0,橫綱
よごれ,汚れ,,0,污穢
よごれる,汚れる,,0,弄髒、髒的
よさん,予算,,"0,1",預算
よし,よし,感動詞,1,可、好、行
よし,良し,,1,好
よしあし,善し悪し,,"1,2",好壞
よしゅう,予習,,0,預習
よす,止す,,1,停止
よせる,寄せる,,0,靠近、迫近、移近、寄、寄居、傾心
よそ,余所,,2,別處
よそう,予想,,0,預料
よそく,予測,,0,預測
よそみ,余所見,,"2,3",其餘所見
よち,余地,,"0,1",餘地
よっか,四日,,0,四天、四號
よつかど,四つ角,,0,十字路口
よっつ,四つ,,3,四、四個
よって,因って、由って「拠りどころ」,,0,原因
ヨット,yacht,,1,遊艇、帆船
よっぱらい,酔っ払い,,0,醉漢
よてい,予定,,0,預定
よとう,与党,,"0,1",執政黨
よなか,夜中,,3,半夜
よのなか,世の中,,2,世間
よび,予備,,1,預備
よびかける,呼び掛ける,,4,號召
よびだす,呼出す,,3,叫出來
よびとめる,呼び止める,,4,叫住
よぶ,呼ぶ,,0,叫、叫來、呼做
よふかし,夜更かし,,3,熬夜
よふけ,夜更け,,3,深夜
よぶん,余分,,0,多餘
よほう,予報,,0,預報
よぼう,予防,,0,預防
よほど,余程,,0,相當、差一點
よみ,読み,,2,讀、讀法
よみあげる,読み上げる,,"0,4",宣讀
よみがえる,蘇る,,3,復甦
よむ,読む,,1,看、讀、閱讀
よめ,嫁,,0,媳婦
よやく,予約,,0,預約
よゆう,余裕,,0,充裕
より,より「よりいっそう」,,0,更
より,〜寄り,,0,靠、偏
よりかかる,寄り掛かる,,4,倚靠
よる,夜,,1,夜、夜間、夜晚
よる,寄る,,0,靠近、順路
よる,因る,,0,基於、因為、根據
（に）よると,（〜に）拠ると,,0,由於〜、根據〜
よろこび,喜び//慶び,,0,喜悅//祝賀
よろこぶ,喜ぶ,,3,高興、喜悅
よろこぶ,慶ぶ,,3,高興、喜悅、祝
よろしい,宜しい,,"0,3",可以、適當地
（どうぞ，）よろしく。,（どうぞ，）宜しく。,挨拶語,(1)0,請關照、多多指教
よろん,輿論、世論,,1,輿論
よわい,弱い,,2,弱的、不擅長
よわまる,弱まる,,3,變弱
よわめる,弱める,,3,使衰弱、削弱
よわる,弱る,,2,衰弱
よん,四,,1,四
ら,〜等,,,〜們
らい〜,来〜,,"0,1",下〜
らいげつ,来月,,1,下個月
らいしゅう,来週,,0,下星期
らいじょう,来場,,0,到場
ライス,rice,,1,米飯
ライター,lighter「喫煙具」,,1,打火機
ライト,light/right,,1,燈、光//權利
らいにち,来日,,0,來日本
らいねん,来年,,0,明年
ライバル,rival,,1,對手
らく,楽,,2,舒適、輕鬆
らくだい,落第,,0,不及格
らくのう,酪農,,0,酪畜牧業
ラケット,racket,,"1,2",球拍
ラジオ,radio,,1,廣播
ラジカセ,radiocassetterecorder,,0,收錄兩用收音機、錄放音機
らっか,落下,,"0,1",落下
らっかん,楽観,,0,樂觀
ラッシュアワー,rushhour,,4,(交通)尖峰時刻
ラベル,label,,"0,1",標籤
らん,欄,,1,欄
ランチ,lunch,,1,午餐、午飯
ランニング,running,,0,跑步
ランプ,lamp,オランダ語,1,電燈、油燈
らんぼう,乱暴,,0,粗暴、野蠻
らんよう,濫用,,0,濫用
リード,lead,,1,領導、領先
りえき,利益,,1,利益、利潤
りか,理科,,1,理科
りかい,理解,,"1,0",理解
りがい,利害,,1,利害
りく,陸,,"0,2",陸地
りくつ,理屈,,0,道理
りこう,利口,,0,聰明
りこん,離婚,,"1,0",離婚
りし,利子,,1,利息
りじゅん,利潤,,0,利潤
リズム,rhythm,,1,節奏、韻律
りせい,理性,,1,理智
りそう,理想,,0,理想
りそく,利息,,0,利息
りつ,率,,1,比率
りったい,立体,,0,立體
リットル,litre,フランス語,0,公升
りっぱ,立派,,0,美觀、堂皇、優秀、卓越、完全、光明正大
りっぽう,立方,,0,立方
りっぽう,立法,,0,立法
りてん,利点,,0,優點
リボン,ribbon,,1,緞帶
りゃくご,略語,,0,略語
りゃくす・する,略す・略する,,3,簡略
りゃくだつ,略奪,,0,掠奪
りゅう,〜流,,,〜式
りゆう,理由,,0,理由、緣故、藉口
りゅういき,流域,,0,流域
りゅうがく,留学,,0,留學
りゅうがくせい,留学生,,3,留學生
りゅうこう,流行,,0,流行
りゅうつう,流通,,0,流通
りょう,量,,1,量
りょう,寮,,1,宿舍
りょう,〜料,,,〜費
りょう,〜領,,,〜領地
りょう〜,両〜,,"0,1",雙〜
りよう･する,利用・する,,0,利用
りょういき,領域,,"0,1",領域
りょうかい,了解,,0,了解
りょうかい,領海,,0,領海
りょうがえ,両替,,"0,1",兌換
りょうがわ,両側,,0,雙方
りょうきょく,両極,,0,兩極
りょうきん,料金,,1,費用
りょうこう,良好,,0,良好
りょうし,漁師,,1,漁夫
りょうじ,領事,,1,領事
りょうしき,良識,,0,明智
りょうしつ,良質,,0,優質
りょうしゅう,領収,,0,領收
りょうしょう,了承,,0,了解
りょうしん,両親,,1,雙親、父母
りょうしん,良心,,1,良心
りょうち,領地,,1,領地
りょうど,領土,,1,領土
りょうほう,両方,,"0,3",兩方、雙方、兩者、兩邊、兩側
りょうり,料理,,1,做飯菜、烹調、飯菜、菜餚
りょうりつ,両立,,0,兩立
りょかく,旅客,,0,旅客
りょかん,旅館,,0,旅館
りょく,〜力,,,〜力量
りょけん,旅券,,0,護照
りょこう（する）,旅行（する）,,0,旅行
りれき,履歴,,0,履歴
りろん,理論,,1,理論
りんぎょう,林業,,"0,1",林業
りんじ,臨時,,0,臨時
るい,類,,1,類
るいじ,類似,,0,類似
るいすい,類推,,0,類推
ルーズ,loose,,1,散漫
ルール,rule,,1,規則
るす,留守,,1,外出、不在家、看門（的人）
るすばん,留守番,,0,看家
れい,零,,1,零
れい,例,,1,例子
れい,礼,,1,禮儀
れいがい,例外,,0,例外
れいぎ,礼儀,,3,禮儀
れいこく,冷酷,,0,冷酷
れいせい,冷静,,0,冷静
れいぞう,冷蔵,,0,冷藏
れいぞうこ,冷蔵庫,,3,冰箱
れいたん,冷淡,,3,冷淡
れいてん,零点,,3,零分
れいとう,冷凍,,0,冷凍
れいぼう,冷房,,0,冷氣
レインコート,raincoat,,4,雨衣
レース,race/lace,,1,賽跑//花邊、蕾絲
れきし,歴史,,0,歷史
レギュラー,regular,,1,正規、通常、正式選手
レクリエーション,recreation,,4,娛樂、消遣、修養
レコード,record,,"1,2",唱片、記錄
レジ,register,,1,出納處、收銀員
レジャー,leisure,,1,休閒、餘暇
レストラン,restaurant,,1,餐廳、西餐館、飯館
れつ,列,,1,隊
れっしゃ,列車,,0,列車
レッスン,lesson,,1,課(業)
れっとう,列島,,0,列島
レディー,lady,,1,女士
レバー,lever「取手」,,1,板手、桿
レベル,level,,"0,1",水平、水準、級
レポート//リポート,report,,2,報告
れんあい,恋愛,,0,戀愛
れんが,煉瓦,,1,磚
れんきゅう,連休,,0,連休
れんごう,連合,,0,聯合
レンジ,range,,1,爐子、範圍
れんじつ,連日,,0,連日
れんしゅう（する）,練習（する）,,0,練習
レンズ,lens,オランダ語,1,凹凸鏡片、透鏡
れんそう,連想,,0,聯想
れんぞく,連続,,0,連續
れんたい,連帯,,0,聯合
レンタカー,rent-a-car,,"3,4",租用汽車
れんちゅう,連中,,"0,1",夥伴
レントゲン,Röntgen,ドイツ語,"0,3",Ｘ光線、倫琴射線
れんぽう,連邦,,0,聯邦
れんめい,連盟,,0,聯盟
れんらく（する）,連絡（する）,,0,聯絡、聯繫、通訊
ろうか,廊下,,0,走廊
ろうじん,老人,,"0,3",老人
ろうすい,老衰,,0,衰老
ろうそく,蝋燭,,"3,4",蠟燭
ろうどう,労働,,0,勞動
ろうどく,朗読,,0,朗讀
ろうひ,浪費,,"0,1",浪費
ろうりょく,労力,,1,勞力
ロープ,rope,,1,繩索、絞索
ロープウエイ,ropeway,,5,(鋼絲)索道、空中覽車
ローマじ,ローマ字；Roma,,"0,3",羅馬字
ろく,六,,2,六
ろく,碌な・碌に,,0,正經的、充分地（與否定呼應）
ろくおん,録音,,0,錄音
ロケット,rocket,,"1,2",火箭
ろこつ,露骨,,0,露骨
ロッカー,locker,,1,(鎖)櫃
ロビー,lobby,,1,大廳
ロマンチック//ロマンティック,romantic,,4,空想的、浪漫的、羅曼蒂克
ろん,〜論,,1,〜論
ろんぎ,論議,,1,議論
ろんじる・ずる,論じる・論ずる,,0,論述
ろんそう,論争,,0,争論
ろんぶん,論文,,0,論文
ろんり,論理,,1,邏輯
わ,〜羽,,1,只、隻
わ,輪,,1,圈、車輪
わ〜,和〜「日本」,,1,日式
ワープロ,wordprocessor,,0,文字處理機
ワイシャツ,whiteshirt,,0,襯衫
ワイン,wine,,1,葡萄酒
わえい,和英,,0,日英
わが,我が〜,,1,我的〜、我們的〜
わかい,若い,,2,年輕的、年少的、幼稚、朝氣蓬勃
わかす,沸かす,,0,燒開、使…沸騰、使興高采烈
わがまま,我が儘,,"4,3",任性
わかもの,若者,,0,年青人、青年
わかる,分かる,,2,明白、知道、懂、理解
わかれ,別れ、分れ,,3,別離、分別、分手
わかれる,別れる,,3,告別、（夫婦）離婚
わかれる,分かれる,,3,分開、分離、分手
わかわかしい,若々しい,,5,年輕奕奕
わき,脇,,2,腋下
わく,沸く,,0,沸騰
わく,湧く,,0,冒出、發生
わく,枠,,2,框框
わくせい,惑星,,0,行星
わけ,訳,,1,意思、內容、理由、原因
わける,分ける,,2,分開、分類
わざ,技,,2,技能
わざと,態と,,1,故意地
わざわざ,態々,,1,專程
わずか,僅か,,1,僅
